SSID; BSS; RSSI; Kanal; Datum
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-93""";" ""1""";" ""18:21:00"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:03"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:21:07"""
;" ""BA:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:00"""
;" ""BA:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:03"""
;" ""BA:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:07"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-60""";" ""44""";" ""18:21:00"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-62""";" ""44""";" ""18:21:04"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-63""";" ""44""";" ""18:21:07"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-77""";" ""36""";" ""18:21:00"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-74""";" ""36""";" ""18:21:04"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-73""";" ""36""";" ""18:21:07"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:21:00"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:21:04"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:07"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-56""";" ""44""";" ""18:21:00"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-57""";" ""44""";" ""18:21:04"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-55""";" ""44""";" ""18:21:07"""
;" ""BA:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:07"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:00"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-60""";" ""11""";" ""18:21:04"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:07"""
;" ""BA:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:00"""
;" ""BA:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:04"""
;" ""BA:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:07"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:00"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:04"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:07"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-67""";" ""36""";" ""18:21:00"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-62""";" ""36""";" ""18:21:04"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:07"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-93""";" ""1""";" ""18:21:00"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:03"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:07"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:21:00"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-54""";" ""1""";" ""18:21:04"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-54""";" ""1""";" ""18:21:07"""
;" ""BA:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:00"""
;" ""BA:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:04"""
;" ""BA:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:07"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-58""";" ""6""";" ""18:21:00"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-59""";" ""6""";" ""18:21:04"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-59""";" ""6""";" ""18:21:07"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-77""";" ""36""";" ""18:21:00"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-74""";" ""36""";" ""18:21:04"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-73""";" ""36""";" ""18:21:07"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:00"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:04"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:07"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:00"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-60""";" ""11""";" ""18:21:04"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:07"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:21:03"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:07"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:00"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:04"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:07"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-91""";" ""9""";" ""18:21:04"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-89""";" ""9""";" ""18:21:07"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-67""";" ""36""";" ""18:21:00"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:04"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:07"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-87""";" ""44""";" ""18:21:00"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-87""";" ""44""";" ""18:21:04"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-87""";" ""44""";" ""18:21:07"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-60""";" ""44""";" ""18:21:00"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-62""";" ""44""";" ""18:21:04"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-63""";" ""44""";" ""18:21:07"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:21:00"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-54""";" ""1""";" ""18:21:04"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-54""";" ""1""";" ""18:21:07"""
;" ""BA:FB:E4:4E:13:20""";" ""-60""";" ""44""";" ""18:21:00"""
;" ""BA:FB:E4:4E:13:20""";" ""-60""";" ""44""";" ""18:21:04"""
;" ""BA:FB:E4:4E:13:20""";" ""-63""";" ""44""";" ""18:21:07"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:00"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:04"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-89""";" ""11""";" ""18:21:07"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-58""";" ""6""";" ""18:21:00"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-59""";" ""6""";" ""18:21:04"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-59""";" ""6""";" ""18:21:07"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:00"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-60""";" ""11""";" ""18:21:04"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-61""";" ""11""";" ""18:21:07"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-77""";" ""36""";" ""18:21:00"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-74""";" ""36""";" ""18:21:04"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-73""";" ""36""";" ""18:21:07"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-56""";" ""44""";" ""18:21:00"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-57""";" ""44""";" ""18:21:04"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-55""";" ""44""";" ""18:21:07"""
;" ""7E:8A:20:0F:32:CA""";" ""-73""";" ""36""";" ""18:21:04"""
;" ""7E:8A:20:0F:32:CA""";" ""-73""";" ""36""";" ""18:21:07"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:34"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-74""";" ""6""";" ""18:21:37"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-73""";" ""6""";" ""18:21:40"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-57""";" ""1""";" ""18:21:34"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:37"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:21:40"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-61""";" ""36""";" ""18:21:34"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:37"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:40"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:34"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:37"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:40"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-91""";" ""36""";" ""18:21:37"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-90""";" ""36""";" ""18:21:40"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-57""";" ""44""";" ""18:21:34"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-56""";" ""44""";" ""18:21:37"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-58""";" ""44""";" ""18:21:40"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-61""";" ""6""";" ""18:21:34"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-59""";" ""6""";" ""18:21:37"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-60""";" ""6""";" ""18:21:40"""
;" ""7E:8A:20:0F:32:63""";" ""-61""";" ""6""";" ""18:21:34"""
;" ""7E:8A:20:0F:32:63""";" ""-61""";" ""6""";" ""18:21:37"""
;" ""7E:8A:20:0F:32:63""";" ""-60""";" ""6""";" ""18:21:40"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-92""";" ""1""";" ""18:21:34"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-92""";" ""1""";" ""18:21:37"""
HFU Open;" ""86:8A:20:0F:1C:63""";" ""-92""";" ""1""";" ""18:21:40"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-58""";" ""44""";" ""18:21:34"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-57""";" ""44""";" ""18:21:37"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-56""";" ""44""";" ""18:21:40"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:37"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:40"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:34"""
HFU Open;" ""C2:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:37"""
;" ""BA:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:34"""
;" ""BA:FB:E4:4D:13:1F""";" ""-92""";" ""1""";" ""18:21:37"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-58""";" ""44""";" ""18:21:34"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-56""";" ""44""";" ""18:21:37"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-55""";" ""44""";" ""18:21:40"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-68""";" ""36""";" ""18:21:34"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-67""";" ""36""";" ""18:21:37"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-66""";" ""36""";" ""18:21:40"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:21:34"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-91""";" ""11""";" ""18:21:37"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:40"""
;" ""BA:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:34"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-58""";" ""44""";" ""18:21:34"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-57""";" ""44""";" ""18:21:37"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-56""";" ""44""";" ""18:21:40"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-69""";" ""11""";" ""18:21:34"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-60""";" ""11""";" ""18:21:37"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-57""";" ""11""";" ""18:21:40"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:34"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-74""";" ""6""";" ""18:21:37"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-73""";" ""6""";" ""18:21:40"""
eduroam;" ""22:E8:29:ED:30:A7""";" ""-94""";" ""1""";" ""18:21:37"""
eduroam;" ""22:E8:29:ED:30:A7""";" ""-94""";" ""1""";" ""18:21:40"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-61""";" ""36""";" ""18:21:34"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:37"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:40"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:21:34"""
eduroam;" ""BE:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:21:37"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-57""";" ""1""";" ""18:21:34"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:37"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:21:40"""
;" ""BA:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:37"""
;" ""BA:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:40"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-61""";" ""6""";" ""18:21:34"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-59""";" ""6""";" ""18:21:37"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-60""";" ""6""";" ""18:21:40"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-68""";" ""36""";" ""18:21:34"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-67""";" ""36""";" ""18:21:37"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-66""";" ""36""";" ""18:21:40"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-92""";" ""11""";" ""18:21:34"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-92""";" ""11""";" ""18:21:37"""
eduroam;" ""BE:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:21:40"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-91""";" ""9""";" ""18:21:34"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-91""";" ""9""";" ""18:21:37"""
AP_KN_24;" ""00:27:22:82:29:6E""";" ""-89""";" ""9""";" ""18:21:40"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-69""";" ""11""";" ""18:21:34"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-60""";" ""11""";" ""18:21:37"""
eduroam;" ""BE:FB:E4:4D:13:20""";" ""-58""";" ""11""";" ""18:21:40"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:21:34"""
HFU Guest;" ""B4:FB:E4:4D:13:1F""";" ""-91""";" ""1""";" ""18:21:37"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:34"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-74""";" ""6""";" ""18:21:37"""
eduroam;" ""82:8A:20:0F:32:CB""";" ""-72""";" ""6""";" ""18:21:40"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-61""";" ""36""";" ""18:21:34"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:37"""
eduroam;" ""82:8A:20:0F:32:62""";" ""-63""";" ""36""";" ""18:21:40"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:34"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:37"""
HFU Open;" ""C2:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:40"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-94""";" ""1""";" ""18:21:37"""
HFU Open;" ""26:E8:29:ED:30:A7""";" ""-94""";" ""1""";" ""18:21:40"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-58""";" ""44""";" ""18:21:34"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-56""";" ""44""";" ""18:21:37"""
HFU Open;" ""C2:FB:E4:4E:13:20""";" ""-55""";" ""44""";" ""18:21:40"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-57""";" ""1""";" ""18:21:34"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:21:37"""
eduroam;" ""BE:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:21:40"""
;" ""BA:FB:E4:4E:13:20""";" ""-62""";" ""44""";" ""18:21:34"""
;" ""BA:FB:E4:4E:13:20""";" ""-56""";" ""44""";" ""18:21:37"""
;" ""BA:FB:E4:4E:13:20""";" ""-56""";" ""44""";" ""18:21:40"""
HFU Guest;" ""B4:FB:E4:4D:14:C8""";" ""-89""";" ""11""";" ""18:21:34"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-61""";" ""6""";" ""18:21:34"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-59""";" ""6""";" ""18:21:37"""
eduroam;" ""82:8A:20:0F:32:63""";" ""-60""";" ""6""";" ""18:21:40"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-90""";" ""36""";" ""18:21:37"""
eduroam;" ""82:8A:20:0F:1C:62""";" ""-90""";" ""36""";" ""18:21:40"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-69""";" ""11""";" ""18:21:34"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-60""";" ""11""";" ""18:21:37"""
HFU Guest;" ""B4:FB:E4:4D:13:20""";" ""-57""";" ""11""";" ""18:21:40"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-68""";" ""36""";" ""18:21:34"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-67""";" ""36""";" ""18:21:37"""
HFU Open;" ""86:8A:20:0F:32:CA""";" ""-66""";" ""36""";" ""18:21:40"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-58""";" ""44""";" ""18:21:34"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-57""";" ""44""";" ""18:21:37"""
HFU Open;" ""C2:FB:E4:4E:17:84""";" ""-57""";" ""44""";" ""18:21:40"""
;" ""BA:FB:E4:4E:17:84""";" ""-58""";" ""44""";" ""18:21:34"""
;" ""BA:FB:E4:4E:17:84""";" ""-58""";" ""44""";" ""18:21:37"""
;" ""BA:FB:E4:4E:17:84""";" ""-56""";" ""44""";" ""18:21:40"""
eduroam;" ""7E:83:C2:70:21:C4""";" ""-94""";" ""1""";" ""18:21:40"""
;" ""BA:FB:E4:4E:14:C8""";" ""-82""";" ""44""";" ""18:21:40"""
;;;;
SSID; BSS; RSSI; Kanal; Datum
;" ""BA:FB:E4:4E:13:20""";" ""-56""";" ""44""";" ""18:22:03"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-80""";" ""6""";" ""18:22:03"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-75""";" ""6""";" ""18:22:06"""
HFU Open;" ""86:8A:20:0F:32:CB""";" ""-75""";" ""6""";" ""18:22:09"""
;" ""7E:8A:20:0F:32:CB""";" ""-79""";" ""6""";" ""18:22:03"""
;" ""7E:8A:20:0F:32:CB""";" ""-75""";" ""6""";" ""18:22:06"""
;" ""7E:8A:20:0F:32:CB""";" ""-75""";" ""6""";" ""18:22:09"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-69""";" ""36""";" ""18:22:03"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-66""";" ""36""";" ""18:22:06"""
HFU Open;" ""86:8A:20:0F:32:62""";" ""-68""";" ""36""";" ""18:22:09"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-90""";" ""36""";" ""18:22:03"""
HFU Open;" ""86:8A:20:0F:1C:62""";" ""-90""";" ""36""";" ""18:22:06"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-85""";" ""44""";" ""18:22:03"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:22:06"""
eduroam;" ""BE:FB:E4:4E:14:C8""";" ""-86""";" ""44""";" ""18:22:09"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-64""";" ""1""";" ""18:22:03"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-61""";" ""1""";" ""18:22:06"""
HFU Guest;" ""B4:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:22:09"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-57""";" ""44""";" ""18:22:03"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-60""";" ""44""";" ""18:22:06"""
eduroam;" ""BE:FB:E4:4E:13:20""";" ""-57""";" ""44""";" ""18:22:09"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-66""";" ""6""";" ""18:22:03"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-62""";" ""6""";" ""18:22:06"""
HFU Open;" ""86:8A:20:0F:32:63""";" ""-61""";" ""6""";" ""18:22:09"""
;" ""7E:8A:20:0F:32:63""";" ""-60""";" ""6""";" ""18:22:03"""
;" ""7E:8A:20:0F:32:63""";" ""-60""";" ""6""";" ""18:22:06"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-60""";" ""44""";" ""18:22:03"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-62""";" ""44""";" ""18:22:06"""
eduroam;" ""BE:FB:E4:4E:17:84""";" ""-60""";" ""44""";" ""18:22:09"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-85""";" ""44""";" ""18:22:03"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-85""";" ""44""";" ""18:22:06"""
HFU Guest;" ""B4:FB:E4:4E:14:C8""";" ""-85""";" ""44""";" ""18:22:09"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-59""";" ""44""";" ""18:22:03"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-58""";" ""44""";" ""18:22:06"""
HFU Guest;" ""B4:FB:E4:4E:13:20""";" ""-58""";" ""44""";" ""18:22:09"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-74""";" ""36""";" ""18:22:03"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-72""";" ""36""";" ""18:22:06"""
HFU Guest;" ""78:8A:20:0F:32:CA""";" ""-72""";" ""36""";" ""18:22:09"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-87""";" ""11""";" ""18:22:03"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:22:06"""
HFU Open;" ""C2:FB:E4:4D:14:C8""";" ""-90""";" ""11""";" ""18:22:09"""
;" ""BA:FB:E4:4D:14:C8""";" ""-87""";" ""11""";" ""18:22:03"""
;" ""BA:FB:E4:4D:14:C8""";" ""-87""";" ""11""";" ""18:22:06"""
;" ""BA:FB:E4:4D:14:C8""";" ""-87""";" ""11""";" ""18:22:09"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-60""";" ""44""";" ""18:22:03"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-62""";" ""44""";" ""18:22:06"""
HFU Guest;" ""B4:FB:E4:4E:17:84""";" ""-59""";" ""44""";" ""18:22:09"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-59""";" ""11""";" ""18:22:03"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-55""";" ""11""";" ""18:22:06"""
HFU Open;" ""C2:FB:E4:4D:13:20""";" ""-58""";" ""11""";" ""18:22:09"""
eduroam;" ""22:E8:29:ED:30:A7""";" ""-94""";" ""1""";" ""18:22:03"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-80""";" ""6""";" ""18:22:03"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-75""";" ""6""";" ""18:22:06"""
HFU Guest;" ""78:8A:20:0F:32:CB""";" ""-75""";" ""6""";" ""18:22:09"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:22:03"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:22:06"""
HFU Open;" ""82:83:C2:70:21:C4""";" ""-92""";" ""1""";" ""18:22:09"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-69""";" ""36""";" ""18:22:03"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-66""";" ""36""";" ""18:22:06"""
HFU Guest;" ""78:8A:20:0F:32:62""";" ""-68""";" ""36""";" ""18:22:09"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-64""";" ""1""";" ""18:22:03"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-61""";" ""1""";" ""18:22:06"""
HFU Open;" ""C2:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:22:09"""
;" ""BA:FB:E4:4D:17:84""";" ""-56""";" ""1""";" ""18:22:03"""
;" ""BA:FB:E4:4D:17:84""";" ""-59""";" ""1""";" ""18:22:09"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-66""";" ""6""";" ""18:22:03"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-62""";" ""6""";" ""18:22:06"""
HFU Guest;" ""78:8A:20:0F:32:63""";" ""-61""";" ""6""";" ""18:22:09"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-74""";" ""36""";" ""18:22:03"""
eduroam;" ""82:8A:20:0F:32:CA""";" ""-72""";" ""36""";" ""18:22:06"""
