Punkt;Richtung;Grad;SSID; BSS; RSSI; Kanal; Datum
5;W;270;eduroam;"7E:83:C2:70:21:C3";"-87";"40";"18:25:11"
5;W;270;eduroam;"7E:83:C2:70:21:C3";"-87";"40";"18:25:14"
5;W;270;eduroam;"BE:FB:E4:4D:13:20";"-65";"11";"18:25:11"
5;W;270;eduroam;"BE:FB:E4:4D:13:20";"-66";"11";"18:25:14"
5;W;270;eduroam;"BE:FB:E4:4D:13:20";"-66";"11";"18:25:17"
5;W;270;HFU Guest;"B4:FB:E4:4D:13:1F";"-90";"1";"18:25:11"
5;W;270;HFU Guest;"B4:FB:E4:4D:13:1F";"-88";"1";"18:25:14"
5;W;270;HFU Guest;"B4:FB:E4:4D:13:1F";"-88";"1";"18:25:17"
5;W;270;eduroam;"82:8A:20:0F:32:CB";"-78";"6";"18:25:11"
5;W;270;eduroam;"82:8A:20:0F:32:CB";"-74";"6";"18:25:14"
5;W;270;eduroam;"82:8A:20:0F:32:CB";"-71";"6";"18:25:17"
5;W;270;AP_KN_24;"00:27:22:82:29:6E";"-89";"9";"18:25:17"
5;W;270;eduroam;"82:8A:20:0F:32:62";"-71";"36";"18:25:11"
5;W;270;eduroam;"82:8A:20:0F:32:62";"-72";"36";"18:25:14"
5;W;270;eduroam;"82:8A:20:0F:32:62";"-72";"36";"18:25:17"
5;W;270;RIS-Labor;"86:83:C2:70:21:C4";"-90";"1";"18:25:11"
5;W;270;RIS-Labor;"86:83:C2:70:21:C4";"-92";"1";"18:25:14"
5;W;270;RIS-Labor;"86:83:C2:70:21:C4";"-92";"1";"18:25:17"
5;W;270;HFU Open;"C2:FB:E4:4E:14:C8";"-85";"44";"18:25:11"
5;W;270;HFU Open;"C2:FB:E4:4E:14:C8";"-83";"44";"18:25:14"
5;W;270;HFU Open;"C2:FB:E4:4E:14:C8";"-83";"44";"18:25:17"
5;W;270;HFU Open;"C2:FB:E4:4E:13:20";"-73";"44";"18:25:11"
5;W;270;HFU Open;"C2:FB:E4:4E:13:20";"-69";"44";"18:25:14"
5;W;270;HFU Open;"C2:FB:E4:4E:13:20";"-69";"44";"18:25:17"
5;W;270;eduroam;"BE:FB:E4:4D:17:84";"-56";"1";"18:25:11"
5;W;270;eduroam;"BE:FB:E4:4D:17:84";"-51";"1";"18:25:14"
5;W;270;eduroam;"BE:FB:E4:4D:17:84";"-52";"1";"18:25:17"
5;W;270;HFU Guest;"B4:FB:E4:4D:14:C8";"-86";"11";"18:25:11"
5;W;270;HFU Guest;"B4:FB:E4:4D:14:C8";"-86";"11";"18:25:14"
5;W;270;HFU Guest;"B4:FB:E4:4D:14:C8";"-91";"11";"18:25:17"
5;W;270;HFU Guest;"74:83:C2:70:21:C3";"-86";"40";"18:25:11"
5;W;270;HFU Guest;"74:83:C2:70:21:C3";"-86";"40";"18:25:14"
5;W;270;eduroam;"82:8A:20:0F:32:63";"-71";"6";"18:25:11"
5;W;270;eduroam;"82:8A:20:0F:32:63";"-65";"6";"18:25:14"
5;W;270;eduroam;"82:8A:20:0F:32:63";"-65";"6";"18:25:17"
5;W;270;HFU Guest;"B4:FB:E4:4D:13:20";"-65";"11";"18:25:11"
5;W;270;HFU Guest;"B4:FB:E4:4D:13:20";"-66";"11";"18:25:14"
5;W;270;HFU Guest;"B4:FB:E4:4D:13:20";"-66";"11";"18:25:17"
5;W;270;HFU Open;"86:8A:20:0F:32:CA";"-73";"36";"18:25:11"
5;W;270;HFU Open;"86:8A:20:0F:32:CA";"-72";"36";"18:25:14"
5;W;270;HFU Open;"86:8A:20:0F:32:CA";"-72";"36";"18:25:17"
5;W;270;;"7E:8A:20:0F:32:CA";"-66";"36";"18:25:11"
5;W;270;HFU Open;"C2:FB:E4:4E:17:84";"-50";"44";"18:25:11"
5;W;270;HFU Open;"C2:FB:E4:4E:17:84";"-52";"44";"18:25:14"
5;W;270;HFU Open;"C2:FB:E4:4E:17:84";"-51";"44";"18:25:17"
5;W;270;eduroam;"82:8A:20:0F:1C:63";"-93";"1";"18:25:14"
5;W;270;eduroam;"82:8A:20:0F:1C:63";"-93";"1";"18:25:17"
5;W;270;HFU Guest;"74:83:C2:70:21:C4";"-93";"1";"18:25:11"
5;W;270;HFU Guest;"74:83:C2:70:21:C4";"-91";"1";"18:25:14"
5;W;270;HFU Guest;"74:83:C2:70:21:C4";"-91";"1";"18:25:17"
6;N;0;HFU Guest;"78:8A:20:0F:32:C3";"-93";"11";"18:25:38"
6;N;0;HFU Guest;"78:8A:20:0F:32:C3";"-93";"11";"18:25:42"
6;N;0;HFU Guest;"78:8A:20:0F:32:C3";"-93";"11";"18:25:45"
6;N;0;HFU Open;"86:8A:20:0F:32:CB";"-75";"6";"18:25:38"
6;N;0;HFU Open;"86:8A:20:0F:32:CB";"-68";"6";"18:25:42"
6;N;0;HFU Open;"86:8A:20:0F:32:CB";"-69";"6";"18:25:45"
6;N;0;;"7E:8A:20:0F:32:CB";"-74";"6";"18:25:38"
6;N;0;;"7E:8A:20:0F:32:CB";"-68";"6";"18:25:42"
6;N;0;;"7E:8A:20:0F:32:CB";"-69";"6";"18:25:45"
6;N;0;HFU Open;"86:8A:20:0F:32:62";"-71";"36";"18:25:38"
6;N;0;HFU Open;"86:8A:20:0F:32:62";"-69";"36";"18:25:42"
6;N;0;HFU Open;"86:8A:20:0F:32:62";"-69";"36";"18:25:45"
6;N;0;HFU Guest;"B4:FB:E4:4D:17:84";"-57";"1";"18:25:38"
6;N;0;HFU Guest;"B4:FB:E4:4D:17:84";"-56";"1";"18:25:42"
6;N;0;HFU Guest;"B4:FB:E4:4D:17:84";"-57";"1";"18:25:45"
6;N;0;eduroam;"BE:FB:E4:4E:14:C8";"-87";"44";"18:25:45"
6;N;0;eduroam;"BE:FB:E4:4E:13:20";"-61";"44";"18:25:38"
6;N;0;eduroam;"BE:FB:E4:4E:13:20";"-62";"44";"18:25:42"
6;N;0;eduroam;"BE:FB:E4:4E:13:20";"-62";"44";"18:25:45"
6;N;0;HFU Open;"86:8A:20:0F:32:63";"-68";"6";"18:25:38"
6;N;0;HFU Open;"86:8A:20:0F:32:63";"-66";"6";"18:25:42"
6;N;0;HFU Open;"86:8A:20:0F:32:63";"-68";"6";"18:25:45"
6;N;0;;"7E:8A:20:0F:32:63";"-69";"6";"18:25:38"
6;N;0;;"7E:8A:20:0F:32:63";"-69";"6";"18:25:42"
6;N;0;;"7E:8A:20:0F:32:63";"-69";"6";"18:25:45"
6;N;0;;"7E:8A:20:0F:1C:63";"-91";"1";"18:25:38"
6;N;0;;"7E:8A:20:0F:1C:63";"-91";"1";"18:25:42"
6;N;0;;"7E:8A:20:0F:1C:63";"-91";"1";"18:25:45"
6;N;0;eduroam;"BE:FB:E4:4E:17:84";"-52";"44";"18:25:38"
6;N;0;eduroam;"BE:FB:E4:4E:17:84";"-50";"44";"18:25:42"
6;N;0;eduroam;"BE:FB:E4:4E:17:84";"-50";"44";"18:25:45"
6;N;0;eduroam;"82:8A:20:0F:32:C3";"-92";"11";"18:25:38"
6;N;0;eduroam;"82:8A:20:0F:32:C3";"-92";"11";"18:25:42"
6;N;0;eduroam;"82:8A:20:0F:32:C3";"-92";"11";"18:25:45"
6;N;0;HFU Open;"C2:FB:E4:4D:13:1F";"-92";"1";"18:25:38"
6;N;0;HFU Open;"C2:FB:E4:4D:13:1F";"-88";"1";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4D:13:1F";"-91";"1";"18:25:45"
6;N;0;;"BA:FB:E4:4D:13:1F";"-89";"1";"18:25:38"
6;N;0;;"BA:FB:E4:4D:13:1F";"-88";"1";"18:25:42"
6;N;0;;"BA:FB:E4:4D:13:1F";"-88";"1";"18:25:45"
6;N;0;HFU Guest;"B4:FB:E4:4E:13:20";"-60";"44";"18:25:38"
6;N;0;HFU Guest;"B4:FB:E4:4E:13:20";"-62";"44";"18:25:42"
6;N;0;HFU Guest;"B4:FB:E4:4E:13:20";"-63";"44";"18:25:45"
6;N;0;HFU Guest;"78:8A:20:0F:32:CA";"-82";"36";"18:25:38"
6;N;0;HFU Guest;"78:8A:20:0F:32:CA";"-81";"36";"18:25:42"
6;N;0;HFU Guest;"78:8A:20:0F:32:CA";"-81";"36";"18:25:45"
6;N;0;HFU Open;"C2:FB:E4:4D:14:C8";"-87";"11";"18:25:38"
6;N;0;HFU Open;"C2:FB:E4:4D:14:C8";"-86";"11";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4D:14:C8";"-85";"11";"18:25:45"
6;N;0;HFU Guest;"B4:FB:E4:4E:17:84";"-50";"44";"18:25:38"
6;N;0;HFU Guest;"B4:FB:E4:4E:17:84";"-51";"44";"18:25:42"
6;N;0;HFU Guest;"B4:FB:E4:4E:17:84";"-49";"44";"18:25:45"
6;N;0;;"BA:FB:E4:4D:14:C8";"-86";"11";"18:25:42"
6;N;0;;"BA:FB:E4:4D:14:C8";"-86";"11";"18:25:45"
6;N;0;HFU Open;"C2:FB:E4:4D:13:20";"-64";"11";"18:25:38"
6;N;0;HFU Open;"C2:FB:E4:4D:13:20";"-65";"11";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4D:13:20";"-67";"11";"18:25:45"
6;N;0;;"BA:FB:E4:4D:13:20";"-66";"11";"18:25:38"
6;N;0;;"BA:FB:E4:4D:13:20";"-66";"11";"18:25:42"
6;N;0;;"BA:FB:E4:4D:13:20";"-66";"11";"18:25:45"
6;N;0;HFU Guest;"78:8A:20:0F:32:CB";"-75";"6";"18:25:38"
6;N;0;HFU Guest;"78:8A:20:0F:32:CB";"-68";"6";"18:25:42"
6;N;0;HFU Guest;"78:8A:20:0F:32:CB";"-69";"6";"18:25:45"
6;N;0;HFU Guest;"78:8A:20:0F:1C:62";"-90";"36";"18:25:38"
6;N;0;HFU Guest;"78:8A:20:0F:1C:62";"-90";"36";"18:25:42"
6;N;0;HFU Guest;"78:8A:20:0F:1C:62";"-90";"36";"18:25:45"
6;N;0;HFU Open;"82:83:C2:70:21:C4";"-91";"1";"18:25:38"
6;N;0;HFU Open;"82:83:C2:70:21:C4";"-92";"1";"18:25:42"
6;N;0;HFU Open;"82:83:C2:70:21:C4";"-92";"1";"18:25:45"
6;N;0;HFU Guest;"78:8A:20:0F:32:62";"-72";"36";"18:25:38"
6;N;0;HFU Guest;"78:8A:20:0F:32:62";"-69";"36";"18:25:42"
6;N;0;HFU Guest;"78:8A:20:0F:32:62";"-70";"36";"18:25:45"
6;N;0;eduroam;"BE:FB:E4:4D:13:1F";"-91";"1";"18:25:38"
6;N;0;eduroam;"BE:FB:E4:4D:13:1F";"-88";"1";"18:25:42"
6;N;0;eduroam;"BE:FB:E4:4D:13:1F";"-92";"1";"18:25:45"
6;N;0;HFU Open;"C2:FB:E4:4D:17:84";"-57";"1";"18:25:38"
6;N;0;HFU Open;"C2:FB:E4:4D:17:84";"-56";"1";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4D:17:84";"-57";"1";"18:25:45"
6;N;0;;"BA:FB:E4:4D:17:84";"-51";"1";"18:25:38"
6;N;0;;"BA:FB:E4:4D:17:84";"-51";"1";"18:25:42"
6;N;0;;"BA:FB:E4:4D:17:84";"-51";"1";"18:25:45"
6;N;0;HFU Guest;"78:8A:20:0F:32:63";"-69";"6";"18:25:38"
6;N;0;HFU Guest;"78:8A:20:0F:32:63";"-66";"6";"18:25:42"
6;N;0;HFU Guest;"78:8A:20:0F:32:63";"-68";"6";"18:25:45"
6;N;0;HFU Guest;"78:8A:20:0F:1C:63";"-91";"1";"18:25:38"
6;N;0;HFU Guest;"78:8A:20:0F:1C:63";"-91";"1";"18:25:42"
6;N;0;HFU Guest;"78:8A:20:0F:1C:63";"-91";"1";"18:25:45"
6;N;0;eduroam;"82:8A:20:0F:32:CA";"-80";"36";"18:25:38"
6;N;0;eduroam;"82:8A:20:0F:32:CA";"-81";"36";"18:25:42"
6;N;0;eduroam;"82:8A:20:0F:32:CA";"-77";"36";"18:25:45"
6;N;0;eduroam;"BE:FB:E4:4D:14:C8";"-87";"11";"18:25:38"
6;N;0;eduroam;"BE:FB:E4:4D:14:C8";"-87";"11";"18:25:42"
6;N;0;eduroam;"BE:FB:E4:4D:14:C8";"-86";"11";"18:25:45"
6;N;0;AP_KN_24;"00:27:22:82:29:6E";"-86";"9";"18:25:38"
6;N;0;AP_KN_24;"00:27:22:82:29:6E";"-86";"9";"18:25:42"
6;N;0;AP_KN_24;"00:27:22:82:29:6E";"-86";"9";"18:25:45"
6;N;0;HFU Guest;"B4:FB:E4:4D:13:1F";"-92";"1";"18:25:38"
6;N;0;HFU Guest;"B4:FB:E4:4D:13:1F";"-89";"1";"18:25:42"
6;N;0;HFU Guest;"B4:FB:E4:4D:13:1F";"-91";"1";"18:25:45"
6;N;0;eduroam;"82:8A:20:0F:32:CB";"-75";"6";"18:25:38"
6;N;0;eduroam;"82:8A:20:0F:32:CB";"-68";"6";"18:25:42"
6;N;0;eduroam;"82:8A:20:0F:32:CB";"-69";"6";"18:25:45"
6;N;0;eduroam;"BE:FB:E4:4D:13:20";"-64";"11";"18:25:38"
6;N;0;eduroam;"BE:FB:E4:4D:13:20";"-65";"11";"18:25:42"
6;N;0;eduroam;"BE:FB:E4:4D:13:20";"-67";"11";"18:25:45"
6;N;0;eduroam;"82:8A:20:0F:32:62";"-72";"36";"18:25:38"
6;N;0;eduroam;"82:8A:20:0F:32:62";"-69";"36";"18:25:42"
6;N;0;eduroam;"82:8A:20:0F:32:62";"-69";"36";"18:25:45"
6;N;0;HFU Open;"C2:FB:E4:4E:14:C8";"-81";"44";"18:25:38"
6;N;0;HFU Open;"C2:FB:E4:4E:14:C8";"-88";"44";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4E:14:C8";"-87";"44";"18:25:45"
6;N;0;RIS-Labor;"86:83:C2:70:21:C4";"-92";"1";"18:25:38"
6;N;0;RIS-Labor;"86:83:C2:70:21:C4";"-92";"1";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4E:13:20";"-61";"44";"18:25:38"
6;N;0;HFU Open;"C2:FB:E4:4E:13:20";"-62";"44";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4E:13:20";"-62";"44";"18:25:45"
6;N;0;eduroam;"BE:FB:E4:4D:17:84";"-57";"1";"18:25:38"
6;N;0;eduroam;"BE:FB:E4:4D:17:84";"-56";"1";"18:25:42"
6;N;0;eduroam;"BE:FB:E4:4D:17:84";"-57";"1";"18:25:45"
6;N;0;;"BA:FB:E4:4E:13:20";"-63";"44";"18:25:45"
6;N;0;HFU Guest;"B4:FB:E4:4D:14:C8";"-87";"11";"18:25:38"
6;N;0;HFU Guest;"B4:FB:E4:4D:14:C8";"-86";"11";"18:25:42"
6;N;0;HFU Guest;"B4:FB:E4:4D:14:C8";"-86";"11";"18:25:45"
6;N;0;eduroam;"82:8A:20:0F:32:63";"-68";"6";"18:25:38"
6;N;0;eduroam;"82:8A:20:0F:32:63";"-66";"6";"18:25:42"
6;N;0;eduroam;"82:8A:20:0F:32:63";"-68";"6";"18:25:45"
6;N;0;eduroam;"82:8A:20:0F:1C:63";"-93";"1";"18:25:38"
6;N;0;eduroam;"82:8A:20:0F:1C:63";"-93";"1";"18:25:42"
6;N;0;HFU Guest;"B4:FB:E4:4D:13:20";"-64";"11";"18:25:38"
6;N;0;HFU Guest;"B4:FB:E4:4D:13:20";"-65";"11";"18:25:42"
6;N;0;HFU Guest;"B4:FB:E4:4D:13:20";"-67";"11";"18:25:45"
6;N;0;HFU Open;"86:8A:20:0F:32:CA";"-80";"36";"18:25:38"
6;N;0;HFU Open;"86:8A:20:0F:32:CA";"-81";"36";"18:25:42"
6;N;0;HFU Open;"86:8A:20:0F:32:CA";"-77";"36";"18:25:45"
6;N;0;;"7E:8A:20:0F:32:CA";"-80";"36";"18:25:38"
6;N;0;;"7E:8A:20:0F:32:CA";"-80";"36";"18:25:42"
6;N;0;;"7E:8A:20:0F:32:CA";"-80";"36";"18:25:45"
6;N;0;HFU Open;"C2:FB:E4:4E:17:84";"-51";"44";"18:25:38"
6;N;0;HFU Open;"C2:FB:E4:4E:17:84";"-51";"44";"18:25:42"
6;N;0;HFU Open;"C2:FB:E4:4E:17:84";"-50";"44";"18:25:45"
6;N;0;HFU Guest;"74:83:C2:70:21:C4";"-91";"1";"18:25:38"
6;N;0;HFU Guest;"74:83:C2:70:21:C4";"-91";"1";"18:25:42"
6;O;90;HFU Guest;"78:8A:20:0F:34:37";"-92";"1";"18:27:05"
6;O;90;HFU Guest;"78:8A:20:0F:34:37";"-92";"1";"18:27:08"
6;O;90;HFU Guest;"78:8A:20:0F:34:37";"-93";"1";"18:27:12"
6;O;90;;"7E:8A:20:0F:32:CA";"-53";"36";"18:27:05"
6;O;90;;"7E:8A:20:0F:32:CA";"-56";"36";"18:27:08"
6;O;90;;"7E:8A:20:0F:32:CA";"-56";"36";"18:27:12"
6;O;90;eduroam;"82:8A:20:0F:32:62";"-82";"36";"18:27:05"
6;O;90;eduroam;"82:8A:20:0F:32:62";"-84";"36";"18:27:08"
6;O;90;eduroam;"82:8A:20:0F:32:62";"-84";"36";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:4D:14:C8";"-83";"11";"18:27:05"
6;O;90;HFU Open;"C2:FB:E4:4D:14:C8";"-81";"11";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:4D:14:C8";"-82";"11";"18:27:12"
6;O;90;HFU Guest;"B4:FB:E4:4E:13:20";"-75";"44";"18:27:05"
6;O;90;HFU Guest;"B4:FB:E4:4E:13:20";"-75";"44";"18:27:08"
6;O;90;HFU Guest;"B4:FB:E4:4E:13:20";"-75";"44";"18:27:12"
6;O;90;;"7E:8A:20:0F:32:CB";"-51";"6";"18:27:05"
6;O;90;;"7E:8A:20:0F:32:CB";"-51";"6";"18:27:08"
6;O;90;;"7E:8A:20:0F:32:CB";"-51";"6";"18:27:12"
6;O;90;;"7A:83:C2:70:21:C4";"-87";"1";"18:27:08"
6;O;90;;"7A:83:C2:70:21:C4";"-87";"1";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:4D:13:20";"-84";"11";"18:27:05"
6;O;90;eduroam;"BE:FB:E4:4D:13:20";"-84";"11";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:4D:13:20";"-84";"11";"18:27:12"
6;O;90;eduroam;"82:8A:20:0F:32:63";"-79";"6";"18:27:05"
6;O;90;eduroam;"82:8A:20:0F:32:63";"-82";"6";"18:27:08"
6;O;90;eduroam;"82:8A:20:0F:32:63";"-81";"6";"18:27:12"
6;O;90;HFU Guest;"B4:FB:E4:80:96:DA";"-92";"1";"18:27:08"
6;O;90;HFU Guest;"B4:FB:E4:80:96:DA";"-92";"1";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:4D:17:84";"-72";"1";"18:27:05"
6;O;90;HFU Open;"C2:FB:E4:4D:17:84";"-72";"1";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:4D:17:84";"-66";"1";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:4D:14:C8";"-83";"11";"18:27:05"
6;O;90;eduroam;"BE:FB:E4:4D:14:C8";"-80";"11";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:4D:14:C8";"-82";"11";"18:27:12"
6;O;90;;"7E:8A:20:0F:32:63";"-82";"6";"18:27:08"
6;O;90;;"7E:8A:20:0F:32:63";"-82";"6";"18:27:12"
6;O;90;HFU Guest;"74:83:C2:70:21:C3";"-89";"40";"18:27:05"
6;O;90;HFU Guest;"74:83:C2:70:21:C3";"-88";"40";"18:27:08"
6;O;90;HFU Guest;"74:83:C2:70:21:C3";"-89";"40";"18:27:12"
6;O;90;HFU Guest;"78:8A:20:0F:32:CA";"-54";"36";"18:27:05"
6;O;90;HFU Guest;"78:8A:20:0F:32:CA";"-56";"36";"18:27:08"
6;O;90;HFU Guest;"78:8A:20:0F:32:CA";"-53";"36";"18:27:12"
6;O;90;HFU Guest;"B4:FB:E4:4E:17:84";"-70";"44";"18:27:05"
6;O;90;HFU Guest;"B4:FB:E4:4E:17:84";"-70";"44";"18:27:08"
6;O;90;HFU Guest;"B4:FB:E4:4E:17:84";"-73";"44";"18:27:12"
6;O;90;HFU Guest;"78:8A:20:0F:32:C3";"-81";"11";"18:27:08"
6;O;90;HFU Guest;"78:8A:20:0F:32:C3";"-84";"11";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:4D:13:1F";"-87";"1";"18:27:05"
6;O;90;HFU Open;"C2:FB:E4:4D:13:1F";"-87";"1";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:4D:13:1F";"-88";"1";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:4D:17:84";"-72";"1";"18:27:05"
6;O;90;eduroam;"BE:FB:E4:4D:17:84";"-72";"1";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:4D:17:84";"-66";"1";"18:27:12"
6;O;90;;"BA:FB:E4:4D:13:20";"-84";"11";"18:27:05"
6;O;90;;"BA:FB:E4:4D:13:20";"-84";"11";"18:27:08"
6;O;90;;"BA:FB:E4:4D:13:20";"-84";"11";"18:27:12"
6;O;90;HFU Guest;"74:83:C2:70:21:C4";"-87";"1";"18:27:08"
6;O;90;HFU Guest;"74:83:C2:70:21:C4";"-84";"1";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:34:37";"-92";"1";"18:27:05"
6;O;90;HFU Open;"86:8A:20:0F:34:37";"-92";"1";"18:27:08"
6;O;90;HFU Open;"86:8A:20:0F:34:37";"-93";"1";"18:27:12"
6;O;90;HFU Guest;"78:8A:20:0F:32:CB";"-52";"6";"18:27:05"
6;O;90;HFU Guest;"78:8A:20:0F:32:CB";"-49";"6";"18:27:08"
6;O;90;HFU Guest;"78:8A:20:0F:32:CB";"-51";"6";"18:27:12"
6;O;90;RIS-Labor;"86:83:C2:70:21:C3";"-88";"40";"18:27:05"
6;O;90;RIS-Labor;"86:83:C2:70:21:C3";"-88";"40";"18:27:08"
6;O;90;RIS-Labor;"86:83:C2:70:21:C3";"-90";"40";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:4E:13:20";"-76";"44";"18:27:05"
6;O;90;HFU Open;"C2:FB:E4:4E:13:20";"-76";"44";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:4E:13:20";"-79";"44";"18:27:12"
6;O;90;;"BA:FB:E4:4D:14:C8";"-82";"11";"18:27:05"
6;O;90;;"BA:FB:E4:4D:14:C8";"-81";"11";"18:27:08"
6;O;90;;"BA:FB:E4:4D:14:C8";"-82";"11";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:4D:13:1F";"-87";"1";"18:27:05"
6;O;90;eduroam;"BE:FB:E4:4D:13:1F";"-87";"1";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:4D:13:1F";"-88";"1";"18:27:12"
6;O;90;HFU Guest;"78:8A:20:0F:32:62";"-83";"36";"18:27:05"
6;O;90;HFU Guest;"78:8A:20:0F:32:62";"-83";"36";"18:27:08"
6;O;90;HFU Guest;"78:8A:20:0F:32:62";"-84";"36";"18:27:12"
6;O;90;RIS-Labor;"86:83:C2:70:21:C4";"-84";"1";"18:27:05"
6;O;90;RIS-Labor;"86:83:C2:70:21:C4";"-84";"1";"18:27:08"
6;O;90;RIS-Labor;"86:83:C2:70:21:C4";"-84";"1";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:80:96:DA";"-92";"1";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:80:96:DA";"-92";"1";"18:27:12"
6;O;90;HFU Guest;"78:8A:20:0F:1C:62";"-89";"36";"18:27:08"
6;O;90;HFU Guest;"78:8A:20:0F:1C:62";"-89";"36";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:4E:14:C8";"-79";"44";"18:27:05"
6;O;90;HFU Open;"C2:FB:E4:4E:14:C8";"-79";"44";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:4E:14:C8";"-79";"44";"18:27:12"
6;O;90;HFU Guest;"78:8A:20:0F:32:63";"-79";"6";"18:27:05"
6;O;90;HFU Guest;"78:8A:20:0F:32:63";"-82";"6";"18:27:08"
6;O;90;HFU Guest;"78:8A:20:0F:32:63";"-81";"6";"18:27:12"
6;O;90;;"BA:FB:E4:4D:17:84";"-66";"1";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:4E:13:20";"-76";"44";"18:27:05"
6;O;90;eduroam;"BE:FB:E4:4E:13:20";"-77";"44";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:4E:13:20";"-77";"44";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:32:C2";"-88";"36";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:84:75:A5";"-93";"6";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:84:75:A5";"-93";"6";"18:27:12"
6;O;90;eduroam;"6A:D7:9A:28:9B:6C";"-91";"6";"18:27:08"
6;O;90;eduroam;"6A:D7:9A:28:9B:6C";"-91";"6";"18:27:12"
6;O;90;HFU Guest;"78:8A:20:0F:1C:63";"-84";"1";"18:27:12"
6;O;90;HFU Guest;"B4:FB:E4:4D:13:20";"-84";"11";"18:27:05"
6;O;90;HFU Guest;"B4:FB:E4:4D:13:20";"-84";"11";"18:27:08"
6;O;90;HFU Guest;"B4:FB:E4:4D:13:20";"-84";"11";"18:27:12"
6;O;90;HFU Open;"82:83:C2:70:21:C3";"-89";"40";"18:27:05"
6;O;90;HFU Open;"82:83:C2:70:21:C3";"-88";"40";"18:27:08"
6;O;90;HFU Open;"82:83:C2:70:21:C3";"-91";"40";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:32:CA";"-54";"36";"18:27:05"
6;O;90;HFU Open;"86:8A:20:0F:32:CA";"-57";"36";"18:27:08"
6;O;90;HFU Open;"86:8A:20:0F:32:CA";"-53";"36";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:32:C3";"-83";"11";"18:27:05"
6;O;90;HFU Open;"86:8A:20:0F:32:C3";"-81";"11";"18:27:08"
6;O;90;HFU Open;"86:8A:20:0F:32:C3";"-81";"11";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:4E:14:C8";"-81";"44";"18:27:05"
6;O;90;eduroam;"BE:FB:E4:4E:14:C8";"-81";"44";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:4E:14:C8";"-81";"44";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:4E:17:84";"-69";"44";"18:27:05"
6;O;90;HFU Open;"C2:FB:E4:4E:17:84";"-70";"44";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:4E:17:84";"-73";"44";"18:27:12"
6;O;90;HFU Open;"82:83:C2:70:21:C4";"-84";"1";"18:27:05"
6;O;90;HFU Open;"82:83:C2:70:21:C4";"-84";"1";"18:27:08"
6;O;90;HFU Open;"82:83:C2:70:21:C4";"-84";"1";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:32:CB";"-52";"6";"18:27:05"
6;O;90;HFU Open;"86:8A:20:0F:32:CB";"-49";"6";"18:27:08"
6;O;90;HFU Open;"86:8A:20:0F:32:CB";"-51";"6";"18:27:12"
6;O;90;HFU Guest;"B4:FB:E4:4D:14:C8";"-83";"11";"18:27:05"
6;O;90;HFU Guest;"B4:FB:E4:4D:14:C8";"-81";"11";"18:27:08"
6;O;90;HFU Guest;"B4:FB:E4:4D:14:C8";"-82";"11";"18:27:12"
6;O;90;eduroam;"7E:83:C2:70:21:C3";"-88";"40";"18:27:05"
6;O;90;eduroam;"7E:83:C2:70:21:C3";"-87";"40";"18:27:08"
6;O;90;eduroam;"7E:83:C2:70:21:C3";"-90";"40";"18:27:12"
6;O;90;eduroam;"BE:FB:E4:4E:17:84";"-70";"44";"18:27:05"
