Punkt;Richtung;Grad;SSID; BSS; RSSI; Kanal; Datum
1;N;0;HFU Guest;"18:E8:29:EE:30:6E";"-90";"36";"18:09:56"
1;N;0;HFU Guest;"18:E8:29:EE:30:6E";"-90";"36";"18:10:00"
1;N;0;eduroam;"22:E8:29:EE:32:54";"-84";"36";"18:09:56"
1;N;0;eduroam;"22:E8:29:EE:32:54";"-84";"36";"18:10:00"
1;N;0;DIRECT-RI-IMC4500_Ausstellung;"12:98:C3:3B:DF:A6";"-94";"6";"18:09:56"
1;N;0;DIRECT-RI-IMC4500_Ausstellung;"12:98:C3:3B:DF:A6";"-88";"6";"18:10:00"
1;N;0;;"BA:FB:E4:4E:17:84";"-78";"44";"18:09:56"
1;N;0;;"BA:FB:E4:4E:17:84";"-78";"44";"18:10:00"
1;N;0;eduroam;"82:8A:20:0F:32:62";"-90";"36";"18:09:56"
1;N;0;eduroam;"82:8A:20:0F:32:62";"-90";"36";"18:10:00"
1;N;0;HFU Open;"C2:FB:E4:4D:14:C8";"-93";"11";"18:09:56"
1;N;0;HFU Open;"C2:FB:E4:4D:14:C8";"-93";"11";"18:10:00"
1;N;0;HFU Guest;"B4:FB:E4:4E:13:20";"-73";"44";"18:09:56"
1;N;0;HFU Guest;"B4:FB:E4:4E:13:20";"-71";"44";"18:10:00"
1;N;0;;"7E:8A:20:0F:32:CB";"-78";"6";"18:09:56"
1;N;0;;"7E:8A:20:0F:32:CB";"-78";"6";"18:10:00"
1;N;0;;"1E:E8:29:EE:30:A7";"-74";"40";"18:10:00"
1;N;0;eduroam;"BE:FB:E4:4D:13:20";"-74";"11";"18:09:56"
1;N;0;eduroam;"BE:FB:E4:4D:13:20";"-71";"11";"18:10:00"
1;N;0;eduroam;"82:8A:20:0F:32:63";"-86";"6";"18:10:00"
1;N;0;eduroam;"22:E8:29:ED:30:6E";"-92";"11";"18:09:56"
1;N;0;eduroam;"22:E8:29:ED:30:6E";"-91";"11";"18:10:00"
1;N;0;;"1E:E8:29:EE:32:54";"-84";"36";"18:10:00"
1;N;0;HFU Open;"26:E8:29:ED:2F:EA";"-82";"6";"18:09:56"
1;N;0;HFU Open;"26:E8:29:ED:2F:EA";"-80";"6";"18:10:00"
1;N;0;HFU Open;"C2:FB:E4:4D:17:84";"-83";"1";"18:09:56"
1;N;0;HFU Open;"C2:FB:E4:4D:17:84";"-83";"1";"18:10:00"
1;N;0;eduroam;"BE:FB:E4:4D:14:C8";"-93";"11";"18:09:56"
1;N;0;eduroam;"BE:FB:E4:4D:14:C8";"-93";"11";"18:10:00"
1;N;0;HFU Open;"26:E8:29:ED:30:A7";"-76";"1";"18:09:56"
1;N;0;HFU Open;"26:E8:29:ED:30:A7";"-80";"1";"18:10:00"
1;N;0;;"7E:8A:20:0F:32:63";"-88";"6";"18:09:56"
1;N;0;;"7E:8A:20:0F:32:63";"-88";"6";"18:10:00"
1;N;0;;"1E:E8:29:ED:30:6E";"-93";"11";"18:09:56"
1;N;0;;"1E:E8:29:ED:30:6E";"-93";"11";"18:10:00"
1;N;0;AP_KN_24;"00:27:22:82:29:6E";"-95";"9";"18:09:56"
1;N;0;AP_KN_24;"00:27:22:82:29:6E";"-95";"9";"18:10:00"
1;N;0;HFU Guest;"78:8A:20:0F:32:CA";"-76";"36";"18:09:56"
1;N;0;HFU Guest;"78:8A:20:0F:32:CA";"-75";"36";"18:10:00"
1;N;0;HFU Guest;"B4:FB:E4:4E:17:84";"-78";"44";"18:09:56"
1;N;0;HFU Guest;"B4:FB:E4:4E:17:84";"-81";"44";"18:10:00"
1;N;0;HFU Open;"26:E8:29:ED:32:54";"-74";"6";"18:09:56"
1;N;0;HFU Open;"26:E8:29:ED:32:54";"-72";"6";"18:10:00"
1;N;0;eduroam;"BE:FB:E4:4D:17:84";"-83";"1";"18:09:56"
1;N;0;eduroam;"BE:FB:E4:4D:17:84";"-83";"1";"18:10:00"
1;N;0;;"BA:FB:E4:4D:13:20";"-74";"11";"18:09:56"
1;N;0;;"BA:FB:E4:4D:13:20";"-72";"11";"18:10:00"
1;N;0;HFU Guest;"18:E8:29:EE:30:A7";"-79";"40";"18:09:56"
1;N;0;HFU Guest;"18:E8:29:EE:30:A7";"-74";"40";"18:10:00"
1;N;0;HFU Guest;"78:8A:20:0F:32:CB";"-76";"6";"18:10:00"
1;N;0;eduroam;"22:E8:29:ED:2F:EA";"-82";"6";"18:09:56"
1;N;0;eduroam;"22:E8:29:ED:2F:EA";"-80";"6";"18:10:00"
1;N;0;HFU Guest;"18:E8:29:EE:32:54";"-83";"36";"18:10:00"
1;N;0;HFU Open;"C2:FB:E4:4E:13:20";"-73";"44";"18:09:56"
1;N;0;HFU Open;"C2:FB:E4:4E:13:20";"-72";"44";"18:10:00"
1;N;0;HFU Guest;"78:8A:20:0F:32:62";"-90";"36";"18:09:56"
1;N;0;HFU Guest;"78:8A:20:0F:32:62";"-90";"36";"18:10:00"
1;N;0;eduroam;"22:E8:29:ED:30:A7";"-77";"1";"18:09:56"
1;N;0;eduroam;"22:E8:29:ED:30:A7";"-80";"1";"18:10:00"
1;N;0;HFU Open;"C2:FB:E4:4E:14:C8";"-89";"44";"18:09:56"
1;N;0;HFU Open;"C2:FB:E4:4E:14:C8";"-88";"44";"18:10:00"
1;N;0;HFU Guest;"78:8A:20:0F:32:63";"-87";"6";"18:09:56"
1;N;0;HFU Guest;"78:8A:20:0F:32:63";"-87";"6";"18:10:00"
1;N;0;HFU Guest;"18:E8:29:ED:30:6E";"-93";"11";"18:09:56"
1;N;0;HFU Guest;"18:E8:29:ED:30:6E";"-93";"11";"18:10:00"
1;N;0;eduroam;"22:E8:29:ED:32:54";"-74";"6";"18:09:56"
1;N;0;eduroam;"22:E8:29:ED:32:54";"-72";"6";"18:10:00"
1;N;0;;"BA:FB:E4:4D:17:84";"-83";"1";"18:09:56"
1;N;0;;"BA:FB:E4:4D:17:84";"-83";"1";"18:10:00"
1;N;0;eduroam;"BE:FB:E4:4E:13:20";"-72";"44";"18:09:56"
1;N;0;eduroam;"BE:FB:E4:4E:13:20";"-73";"44";"18:10:00"
1;N;0;;"1E:E8:29:ED:30:A7";"-81";"1";"18:09:56"
1;N;0;;"1E:E8:29:ED:30:A7";"-80";"1";"18:10:00"
1;N;0;HFU Guest;"B4:FB:E4:4D:13:20";"-74";"11";"18:09:56"
1;N;0;HFU Guest;"B4:FB:E4:4D:13:20";"-71";"11";"18:10:00"
1;N;0;HFU Open;"86:8A:20:0F:32:CA";"-76";"36";"18:09:56"
1;N;0;HFU Open;"86:8A:20:0F:32:CA";"-75";"36";"18:10:00"
1;N;0;HFU Open;"C2:FB:E4:4E:17:84";"-78";"44";"18:09:56"
1;N;0;HFU Open;"C2:FB:E4:4E:17:84";"-81";"44";"18:10:00"
1;N;0;eduroam;"BE:FB:E4:4E:14:C8";"-89";"44";"18:09:56"
1;N;0;eduroam;"BE:FB:E4:4E:14:C8";"-88";"44";"18:10:00"
1;N;0;;"1E:E8:29:ED:32:54";"-74";"6";"18:09:56"
1;N;0;;"1E:E8:29:ED:32:54";"-74";"6";"18:10:00"
1;N;0;HFU Open;"26:E8:29:EE:30:A7";"-79";"40";"18:09:56"
1;N;0;HFU Open;"26:E8:29:EE:30:A7";"-74";"40";"18:10:00"
1;N;0;HFU Open;"86:8A:20:0F:32:CB";"-76";"6";"18:09:56"
1;N;0;HFU Open;"86:8A:20:0F:32:CB";"-76";"6";"18:10:00"
1;N;0;;"1E:E8:29:EE:30:6E";"-90";"36";"18:09:56"
1;N;0;;"1E:E8:29:EE:30:6E";"-90";"36";"18:10:00"
1;N;0;HFU Open;"26:E8:29:EE:32:54";"-86";"36";"18:09:56"
1;N;0;HFU Open;"26:E8:29:EE:32:54";"-84";"36";"18:10:00"
1;N;0;eduroam;"BE:FB:E4:4E:17:84";"-78";"44";"18:09:56"
1;N;0;eduroam;"BE:FB:E4:4E:17:84";"-81";"44";"18:10:00"
1;N;0;HFU Guest;"18:E8:29:ED:2F:EA";"-81";"6";"18:09:56"
1;N;0;HFU Guest;"18:E8:29:ED:2F:EA";"-80";"6";"18:10:00"
1;N;0;;"BA:FB:E4:4E:13:20";"-73";"44";"18:09:56"
1;N;0;;"BA:FB:E4:4E:13:20";"-73";"44";"18:10:00"
1;N;0;HFU Guest;"B4:FB:E4:4D:17:84";"-82";"1";"18:09:56"
1;N;0;HFU Guest;"B4:FB:E4:4D:17:84";"-83";"1";"18:10:00"
1;N;0;eduroam;"82:8A:20:0F:32:CA";"-76";"36";"18:09:56"
1;N;0;eduroam;"82:8A:20:0F:32:CA";"-75";"36";"18:10:00"
1;N;0;HFU Open;"86:8A:20:0F:32:63";"-87";"6";"18:09:56"
1;N;0;HFU Open;"86:8A:20:0F:32:63";"-87";"6";"18:10:00"
1;N;0;HFU Guest;"18:E8:29:ED:30:A7";"-76";"1";"18:09:56"
1;N;0;HFU Guest;"18:E8:29:ED:30:A7";"-80";"1";"18:10:00"
1;N;0;HFU Open;"26:E8:29:ED:30:6E";"-93";"11";"18:09:56"
1;N;0;HFU Open;"26:E8:29:ED:30:6E";"-90";"11";"18:10:00"
1;N;0;eduroam;"22:E8:29:EE:30:A7";"-79";"40";"18:09:56"
1;N;0;eduroam;"22:E8:29:EE:30:A7";"-75";"40";"18:10:00"
1;N;0;HFU Guest;"18:E8:29:ED:32:54";"-74";"6";"18:09:56"
1;N;0;HFU Guest;"18:E8:29:ED:32:54";"-74";"6";"18:10:00"
1;N;0;eduroam;"82:8A:20:0F:32:CB";"-78";"6";"18:09:56"
1;N;0;eduroam;"82:8A:20:0F:32:CB";"-78";"6";"18:10:00"
1;N;0;HFU Open;"C2:FB:E4:4D:13:20";"-74";"11";"18:09:56"
1;N;0;HFU Open;"C2:FB:E4:4D:13:20";"-71";"11";"18:10:00"
1;N;0;;"1E:E8:29:EE:2F:EA";"-91";"48";"18:09:56"
1;N;0;;"1E:E8:29:EE:2F:EA";"-91";"48";"18:10:00"
1;O;90;eduroam;"22:E8:29:EE:32:54";"-80";"36";"18:10:55"
1;O;90;eduroam;"22:E8:29:EE:32:54";"-81";"36";"18:10:58"
1;O;90;eduroam;"22:E8:29:EE:32:54";"-81";"36";"18:11:02"
1;O;90;;"7E:8A:20:0F:32:CA";"-76";"36";"18:10:55"
1;O;90;;"7E:8A:20:0F:32:CA";"-76";"36";"18:10:58"
1;O;90;;"7E:8A:20:0F:32:CA";"-76";"36";"18:11:02"
1;O;90;;"BA:FB:E4:4E:17:84";"-86";"44";"18:10:55"
1;O;90;;"BA:FB:E4:4E:17:84";"-86";"44";"18:10:58"
1;O;90;;"BA:FB:E4:4E:17:84";"-86";"44";"18:11:02"
1;O;90;eduroam;"82:8A:20:0F:32:62";"-88";"36";"18:10:58"
1;O;90;eduroam;"82:8A:20:0F:32:62";"-88";"36";"18:11:02"
1;O;90;UPC2696287;"38:43:7D:C9:A9:8D";"-91";"116";"18:10:55"
1;O;90;UPC2696287;"38:43:7D:C9:A9:8D";"-91";"116";"18:10:58"
1;O;90;UPC2696287;"38:43:7D:C9:A9:8D";"-91";"116";"18:11:02"
1;O;90;;"7A:83:C2:70:21:C4";"-92";"1";"18:10:55"
1;O;90;;"7A:83:C2:70:21:C4";"-92";"1";"18:10:58"
1;O;90;;"7A:83:C2:70:21:C4";"-92";"1";"18:11:02"
1;O;90;HFU Guest;"B4:FB:E4:4E:13:20";"-60";"44";"18:10:55"
1;O;90;HFU Guest;"B4:FB:E4:4E:13:20";"-60";"44";"18:10:58"
1;O;90;HFU Guest;"B4:FB:E4:4E:13:20";"-58";"44";"18:11:02"
1;O;90;;"7E:8A:20:0F:32:CB";"-81";"6";"18:10:55"
1;O;90;;"7E:8A:20:0F:32:CB";"-81";"6";"18:10:58"
1;O;90;;"7E:8A:20:0F:32:CB";"-81";"6";"18:11:02"
1;O;90;eduroam;"BE:FB:E4:4D:13:20";"-71";"11";"18:10:55"
1;O;90;eduroam;"BE:FB:E4:4D:13:20";"-71";"11";"18:10:58"
1;O;90;eduroam;"BE:FB:E4:4D:13:20";"-69";"11";"18:11:02"
1;O;90;eduroam;"82:8A:20:0F:32:63";"-84";"6";"18:10:55"
1;O;90;eduroam;"82:8A:20:0F:32:63";"-84";"6";"18:10:58"
1;O;90;eduroam;"82:8A:20:0F:32:63";"-84";"6";"18:11:02"
1;O;90;eduroam;"22:E8:29:ED:30:6E";"-90";"11";"18:10:55"
1;O;90;eduroam;"22:E8:29:ED:30:6E";"-90";"11";"18:10:58"
1;O;90;eduroam;"22:E8:29:ED:30:6E";"-88";"11";"18:11:02"
1;O;90;;"1E:E8:29:EE:32:54";"-80";"36";"18:10:55"
1;O;90;;"1E:E8:29:EE:32:54";"-80";"36";"18:10:58"
1;O;90;;"1E:E8:29:EE:32:54";"-80";"36";"18:11:02"
1;O;90;HFU Open;"26:E8:29:ED:2F:EA";"-84";"6";"18:10:55"
1;O;90;HFU Open;"26:E8:29:ED:2F:EA";"-84";"6";"18:10:58"
1;O;90;HFU Open;"26:E8:29:ED:2F:EA";"-84";"6";"18:11:02"
1;O;90;HFU Guest;"B4:FB:E4:4E:14:C8";"-86";"44";"18:11:02"
1;O;90;HFU Open;"C2:FB:E4:4D:17:84";"-77";"1";"18:10:55"
1;O;90;HFU Open;"C2:FB:E4:4D:17:84";"-75";"1";"18:10:58"
1;O;90;HFU Open;"C2:FB:E4:4D:17:84";"-77";"1";"18:11:02"
1;O;90;HFU Open;"26:E8:29:ED:30:A7";"-86";"1";"18:10:55"
1;O;90;HFU Open;"26:E8:29:ED:30:A7";"-87";"1";"18:10:58"
1;O;90;HFU Open;"26:E8:29:ED:30:A7";"-83";"1";"18:11:02"
1;O;90;;"7E:8A:20:0F:32:63";"-84";"6";"18:10:55"
1;O;90;;"7E:8A:20:0F:32:63";"-84";"6";"18:10:58"
1;O;90;;"7E:8A:20:0F:32:63";"-84";"6";"18:11:02"
1;O;90;;"1E:E8:29:ED:30:6E";"-90";"11";"18:10:55"
1;O;90;;"1E:E8:29:ED:30:6E";"-90";"11";"18:10:58"
1;O;90;;"1E:E8:29:ED:30:6E";"-87";"11";"18:11:02"
1;O;90;AP_KN_24;"00:27:22:82:29:6E";"-95";"9";"18:11:02"
1;O;90;HFU Guest;"78:8A:20:0F:32:CA";"-76";"36";"18:10:55"
1;O;90;HFU Guest;"78:8A:20:0F:32:CA";"-76";"36";"18:10:58"
1;O;90;HFU Guest;"78:8A:20:0F:32:CA";"-76";"36";"18:11:02"
1;O;90;Uhrenmuseum;"B4:FB:E4:CF:A0:CD";"-93";"11";"18:10:55"
1;O;90;Uhrenmuseum;"B4:FB:E4:CF:A0:CD";"-93";"11";"18:10:58"
1;O;90;Uhrenmuseum;"B4:FB:E4:CF:A0:CD";"-93";"11";"18:11:02"
1;O;90;HFU Open;"26:E8:29:ED:32:54";"-77";"6";"18:10:55"
1;O;90;HFU Open;"26:E8:29:ED:32:54";"-77";"6";"18:10:58"
1;O;90;HFU Open;"26:E8:29:ED:32:54";"-77";"6";"18:11:02"
1;O;90;HFU Guest;"B4:FB:E4:4E:17:84";"-76";"44";"18:10:55"
1;O;90;HFU Guest;"B4:FB:E4:4E:17:84";"-74";"44";"18:10:58"
1;O;90;HFU Guest;"B4:FB:E4:4E:17:84";"-74";"44";"18:11:02"
1;O;90;eduroam;"BE:FB:E4:4D:17:84";"-77";"1";"18:10:55"
1;O;90;eduroam;"BE:FB:E4:4D:17:84";"-75";"1";"18:10:58"
1;O;90;eduroam;"BE:FB:E4:4D:17:84";"-79";"1";"18:11:02"
1;O;90;;"BA:FB:E4:4D:13:20";"-74";"11";"18:10:55"
1;O;90;;"BA:FB:E4:4D:13:20";"-74";"11";"18:10:58"
1;O;90;;"BA:FB:E4:4D:13:20";"-74";"11";"18:11:02"
1;O;90;HFU Guest;"18:E8:29:EE:30:A7";"-82";"40";"18:10:55"
1;O;90;HFU Guest;"18:E8:29:EE:30:A7";"-81";"40";"18:10:58"
1;O;90;HFU Guest;"18:E8:29:EE:30:A7";"-80";"40";"18:11:02"
1;O;90;HFU Guest;"78:8A:20:0F:32:CB";"-77";"6";"18:10:55"
1;O;90;HFU Guest;"78:8A:20:0F:32:CB";"-77";"6";"18:10:58"
1;O;90;HFU Guest;"78:8A:20:0F:32:CB";"-80";"6";"18:11:02"
1;O;90;HFU Open;"26:E8:29:EE:30:6E";"-89";"36";"18:10:55"
1;O;90;HFU Open;"26:E8:29:EE:30:6E";"-89";"36";"18:10:58"
1;O;90;HFU Open;"26:E8:29:EE:30:6E";"-89";"36";"18:11:02"
1;O;90;HFU Guest;"74:83:C2:70:21:C4";"-91";"1";"18:10:55"
1;O;90;HFU Guest;"74:83:C2:70:21:C4";"-91";"1";"18:10:58"
1;O;90;HFU Guest;"74:83:C2:70:21:C4";"-91";"1";"18:11:02"
1;O;90;eduroam;"22:E8:29:ED:2F:EA";"-84";"6";"18:10:55"
1;O;90;eduroam;"22:E8:29:ED:2F:EA";"-84";"6";"18:10:58"
1;O;90;eduroam;"22:E8:29:ED:2F:EA";"-84";"6";"18:11:02"
1;O;90;HFU Guest;"18:E8:29:EE:32:54";"-81";"36";"18:10:55"
1;O;90;HFU Guest;"18:E8:29:EE:32:54";"-81";"36";"18:10:58"
1;O;90;HFU Guest;"18:E8:29:EE:32:54";"-80";"36";"18:11:02"
1;O;90;HFU Open;"C2:FB:E4:4E:13:20";"-60";"44";"18:10:55"
1;O;90;HFU Open;"C2:FB:E4:4E:13:20";"-59";"44";"18:10:58"
1;O;90;HFU Open;"C2:FB:E4:4E:13:20";"-58";"44";"18:11:02"
1;O;90;HFU Guest;"78:8A:20:0F:32:62";"-90";"36";"18:10:55"
1;O;90;HFU Guest;"78:8A:20:0F:32:62";"-90";"36";"18:10:58"
1;O;90;HFU Guest;"78:8A:20:0F:32:62";"-90";"36";"18:11:02"
1;O;90;eduroam;"22:E8:29:ED:30:A7";"-86";"1";"18:10:55"
1;O;90;eduroam;"22:E8:29:ED:30:A7";"-86";"1";"18:10:58"
1;O;90;eduroam;"22:E8:29:ED:30:A7";"-82";"1";"18:11:02"
1;O;90;HFU Open;"C2:FB:E4:4E:14:C8";"-87";"44";"18:10:55"
1;O;90;HFU Open;"C2:FB:E4:4E:14:C8";"-88";"44";"18:10:58"
1;O;90;HFU Open;"C2:FB:E4:4E:14:C8";"-86";"44";"18:11:02"
1;O;90;HFU Guest;"78:8A:20:0F:32:63";"-87";"6";"18:10:55"
1;O;90;HFU Guest;"78:8A:20:0F:32:63";"-87";"6";"18:10:58"
1;O;90;HFU Guest;"78:8A:20:0F:32:63";"-87";"6";"18:11:02"
1;O;90;eduroam;"22:E8:29:ED:32:54";"-77";"6";"18:10:55"
1;O;90;eduroam;"22:E8:29:ED:32:54";"-77";"6";"18:10:58"
1;O;90;eduroam;"22:E8:29:ED:32:54";"-77";"6";"18:11:02"
1;O;90;;"1E:E8:29:ED:2F:EA";"-84";"6";"18:10:55"
1;O;90;;"1E:E8:29:ED:2F:EA";"-84";"6";"18:10:58"
1;O;90;;"1E:E8:29:ED:2F:EA";"-84";"6";"18:11:02"
1;O;90;;"BA:FB:E4:4D:17:84";"-81";"1";"18:10:55"
1;O;90;;"BA:FB:E4:4D:17:84";"-81";"1";"18:10:58"
1;O;90;;"BA:FB:E4:4D:17:84";"-79";"1";"18:11:02"
1;O;90;HFU Guest;"18:E8:29:ED:30:6E";"-90";"11";"18:10:55"
1;O;90;HFU Guest;"18:E8:29:ED:30:6E";"-90";"11";"18:10:58"
1;O;90;HFU Guest;"18:E8:29:ED:30:6E";"-87";"11";"18:11:02"
1;O;90;eduroam;"BE:FB:E4:4E:13:20";"-59";"44";"18:10:55"
1;O;90;eduroam;"BE:FB:E4:4E:13:20";"-59";"44";"18:10:58"
1;O;90;eduroam;"BE:FB:E4:4E:13:20";"-59";"44";"18:11:02"
1;O;90;eduroam;"22:E8:29:EE:30:6E";"-88";"36";"18:10:55"
1;O;90;eduroam;"22:E8:29:EE:30:6E";"-88";"36";"18:10:58"
1;O;90;eduroam;"22:E8:29:EE:30:6E";"-88";"36";"18:11:02"
1;O;90;;"1E:E8:29:ED:30:A7";"-86";"1";"18:10:55"
1;O;90;;"1E:E8:29:ED:30:A7";"-86";"1";"18:10:58"
1;O;90;;"1E:E8:29:ED:30:A7";"-86";"1";"18:11:02"
1;O;90;HFU Guest;"B4:FB:E4:4D:13:20";"-72";"11";"18:10:55"
1;O;90;HFU Guest;"B4:FB:E4:4D:13:20";"-67";"11";"18:10:58"
1;O;90;HFU Guest;"B4:FB:E4:4D:13:20";"-69";"11";"18:11:02"
1;O;90;HFU Open;"86:8A:20:0F:32:CA";"-76";"36";"18:10:55"
1;O;90;HFU Open;"86:8A:20:0F:32:CA";"-79";"36";"18:10:58"
1;O;90;HFU Open;"86:8A:20:0F:32:CA";"-76";"36";"18:11:02"
1;O;90;HFU Open;"C2:FB:E4:4E:17:84";"-75";"44";"18:10:55"
1;O;90;HFU Open;"C2:FB:E4:4E:17:84";"-74";"44";"18:10:58"
1;O;90;HFU Open;"C2:FB:E4:4E:17:84";"-74";"44";"18:11:02"
1;O;90;eduroam;"BE:FB:E4:4E:14:C8";"-88";"44";"18:10:55"
1;O;90;eduroam;"BE:FB:E4:4E:14:C8";"-88";"44";"18:10:58"
1;O;90;eduroam;"BE:FB:E4:4E:14:C8";"-87";"44";"18:11:02"
1;O;90;;"1E:E8:29:ED:32:54";"-74";"6";"18:10:55"
1;O;90;;"1E:E8:29:ED:32:54";"-74";"6";"18:10:58"
1;O;90;;"1E:E8:29:ED:32:54";"-74";"6";"18:11:02"
1;O;90;HFU Open;"26:E8:29:EE:30:A7";"-82";"40";"18:10:55"
1;O;90;HFU Open;"26:E8:29:EE:30:A7";"-80";"40";"18:10:58"
1;O;90;HFU Open;"26:E8:29:EE:30:A7";"-80";"40";"18:11:02"
1;O;90;HFU Open;"82:83:C2:70:21:C4";"-94";"1";"18:11:02"
1;O;90;HFU Open;"86:8A:20:0F:32:CB";"-77";"6";"18:10:55"
1;O;90;HFU Open;"86:8A:20:0F:32:CB";"-76";"6";"18:10:58"
1;O;90;HFU Open;"86:8A:20:0F:32:CB";"-76";"6";"18:11:02"
1;O;90;;"1E:E8:29:EE:30:6E";"-88";"36";"18:10:55"
1;O;90;;"1E:E8:29:EE:30:6E";"-88";"36";"18:10:58"
1;O;90;;"1E:E8:29:EE:30:6E";"-88";"36";"18:11:02"
1;O;90;HFU Open;"26:E8:29:EE:32:54";"-81";"36";"18:10:55"
1;O;90;HFU Open;"26:E8:29:EE:32:54";"-82";"36";"18:10:58"
1;O;90;HFU Open;"26:E8:29:EE:32:54";"-80";"36";"18:11:02"
1;O;90;eduroam;"BE:FB:E4:4E:17:84";"-75";"44";"18:10:55"
1;O;90;eduroam;"BE:FB:E4:4E:17:84";"-74";"44";"18:10:58"
1;O;90;eduroam;"BE:FB:E4:4E:17:84";"-74";"44";"18:11:02"
1;O;90;HFU Guest;"18:E8:29:ED:2F:EA";"-84";"6";"18:10:55"
1;O;90;HFU Guest;"18:E8:29:ED:2F:EA";"-84";"6";"18:10:58"
1;O;90;HFU Guest;"18:E8:29:ED:2F:EA";"-84";"6";"18:11:02"
1;O;90;;"BA:FB:E4:4E:13:20";"-59";"44";"18:10:58"
1;O;90;;"BA:FB:E4:4E:13:20";"-59";"44";"18:11:02"
1;O;90;HFU Open;"86:8A:20:0F:32:62";"-88";"36";"18:10:58"
1;O;90;HFU Open;"86:8A:20:0F:32:62";"-88";"36";"18:11:02"
1;O;90;HFU Guest;"B4:FB:E4:4D:17:84";"-77";"1";"18:10:55"
1;O;90;HFU Guest;"B4:FB:E4:4D:17:84";"-76";"1";"18:10:58"
1;O;90;HFU Guest;"B4:FB:E4:4D:17:84";"-79";"1";"18:11:02"
1;O;90;eduroam;"82:8A:20:0F:32:CA";"-76";"36";"18:10:55"
1;O;90;eduroam;"82:8A:20:0F:32:CA";"-79";"36";"18:10:58"
1;O;90;eduroam;"82:8A:20:0F:32:CA";"-79";"36";"18:11:02"
1;O;90;HFU Open;"86:8A:20:0F:32:63";"-88";"6";"18:10:55"
1;O;90;HFU Open;"86:8A:20:0F:32:63";"-88";"6";"18:10:58"
1;O;90;HFU Open;"86:8A:20:0F:32:63";"-88";"6";"18:11:02"
1;O;90;HFU Guest;"18:E8:29:ED:30:A7";"-87";"1";"18:10:55"
1;O;90;HFU Guest;"18:E8:29:ED:30:A7";"-87";"1";"18:10:58"
1;O;90;HFU Guest;"18:E8:29:ED:30:A7";"-87";"1";"18:11:02"
1;O;90;HFU Open;"26:E8:29:ED:30:6E";"-90";"11";"18:10:55"
1;O;90;HFU Open;"26:E8:29:ED:30:6E";"-90";"11";"18:10:58"
1;O;90;HFU Open;"26:E8:29:ED:30:6E";"-87";"11";"18:11:02"
1;O;90;;"BA:FB:E4:4E:14:C8";"-87";"44";"18:11:02"
1;O;90;eduroam;"22:E8:29:EE:30:A7";"-82";"40";"18:10:55"
1;O;90;eduroam;"22:E8:29:EE:30:A7";"-80";"40";"18:10:58"
1;O;90;eduroam;"22:E8:29:EE:30:A7";"-80";"40";"18:11:02"
1;O;90;HFU Guest;"18:E8:29:ED:32:54";"-77";"6";"18:10:55"
1;O;90;HFU Guest;"18:E8:29:ED:32:54";"-77";"6";"18:10:58"
1;O;90;HFU Guest;"18:E8:29:ED:32:54";"-77";"6";"18:11:02"
1;O;90;eduroam;"82:8A:20:0F:32:CB";"-77";"6";"18:10:55"
1;O;90;eduroam;"82:8A:20:0F:32:CB";"-76";"6";"18:10:58"
1;O;90;eduroam;"82:8A:20:0F:32:CB";"-76";"6";"18:11:02"
1;O;90;HFU Open;"C2:FB:E4:4D:13:20";"-71";"11";"18:10:55"
1;O;90;HFU Open;"C2:FB:E4:4D:13:20";"-71";"11";"18:10:58"
1;O;90;HFU Open;"C2:FB:E4:4D:13:20";"-69";"11";"18:11:02"
1;S;180;eduroam;"22:E8:29:EE:32:54";"-81";"36";"18:11:31"
1;S;180;DIRECT-RI-IMC4500_Ausstellung;"12:98:C3:3B:DF:A6";"-89";"6";"18:11:31"
1;S;180;DIRECT-RI-IMC4500_Ausstellung;"12:98:C3:3B:DF:A6";"-78";"6";"18:11:34"
1;S;180;DIRECT-RI-IMC4500_Ausstellung;"12:98:C3:3B:DF:A6";"-82";"6";"18:11:37"
1;S;180;;"7E:8A:20:0F:32:CA";"-77";"36";"18:11:31"
1;S;180;;"BA:FB:E4:4E:17:84";"-80";"44";"18:11:31"
1;S;180;;"BA:FB:E4:4E:17:84";"-80";"44";"18:11:34"
1;S;180;;"BA:FB:E4:4E:17:84";"-80";"44";"18:11:37"
1;S;180;UPC2696287;"38:43:7D:C9:A9:8D";"-85";"116";"18:11:31"
1;S;180;UPC2696287;"38:43:7D:C9:A9:8D";"-85";"116";"18:11:34"
1;S;180;UPC2696287;"38:43:7D:C9:A9:8D";"-85";"116";"18:11:37"
1;S;180;HFU Open;"C2:FB:E4:4D:14:C8";"-93";"11";"18:11:31"
1;S;180;HFU Open;"C2:FB:E4:4D:14:C8";"-91";"11";"18:11:34"
1;S;180;HFU Open;"C2:FB:E4:4D:14:C8";"-91";"11";"18:11:37"
1;S;180;;"7A:83:C2:70:21:C4";"-92";"1";"18:11:31"
1;S;180;;"7A:83:C2:70:21:C4";"-92";"1";"18:11:34"
1;S;180;;"7A:83:C2:70:21:C4";"-92";"1";"18:11:37"
1;S;180;;"7E:8A:20:0F:32:CB";"-77";"6";"18:11:31"
1;S;180;;"7E:8A:20:0F:32:CB";"-77";"6";"18:11:34"
1;S;180;;"7E:8A:20:0F:32:CB";"-77";"6";"18:11:37"
1;S;180;HFU Guest;"B4:FB:E4:4E:13:20";"-70";"44";"18:11:31"
